202,MICHEL FOUCAULT E AS INSUREIÇÕES,MARGARETH RAGO,FILOSOFIA,"R$ 50,00","R$ 25,00"
203,MICHEL FOUCAULT : O RONCO SURDO DA BATALHA,HAROLDO DE RESENDE,FILOSOFIA,"R$ 50,00","R$ 25,00"
204,MIGRAÇÕES FORÇADAS,ÉRICA SARMIENTO,SOCIOLOGIA,"R$ 45,00","R$ 22,50"
205,MILITÂNCIA OU PROFISSIONALISMO DE GÊNERO,JULIA GLACIELA DA SILVA,HISTÓRIA,"R$ 65,00","R$ 32,50"
206,MITOLOGIA DAS ABELHAS E OUTROS,FILIPE MOREAU,CONTOS,"R$ 35,00","R$ 17,50"
207,MOSES FINLEY E A ECONOMIA ANTIGA,MIGUEL PALMEIRA,HISTÓRIA,"R$ 48,00","R$ 24,00"
208,MULHERES DITADURAS E MEMÓRIAS,SUSEL OLIVEIRA,ESTUDOS LITERÁRIOS,"R$ 45,00","R$ 22,50"
209,MULHERES ENGRAVATADAS: MODA E COMPORTAMENTO,GUILHERME DOMINGUES,HISTÓRIA,"R$ 50,00","R$ 25,00"
210,MULHERES FOTOGRAFAS,ERIKA ZERWES,FOTOGRAFIA,"R$ 68,00","R$ 34,00"
211,"MULHERES, HISTÓRIA E LITERATURA",MARIA LÚCIA PORTO,HISTÓRIA,"R$ 45,00","R$ 22,50"
212,MÚLTIPLOS OLHARES SOBRE OS JOGOS OLÍMPICOS,SERGIO SETTANI,ANTROPOLOGIA,"R$ 45,00","R$ 22,50"
213,NARRATIVAS E POÉTICAS,BRUNO SOUZA,COMUNICAÇÃO,"R$ 40,00","R$ 20,00"
214,"NEOLIBERALISMO, FEMINISMO E CONTRACONDUTAS: PER",MPAERCGTAIVRAEST HFO RUACGAOU ELT MIAANUARSICIO P,FLILEOGSROINFIIA,"R$ 54,00","R$ 27,00"
215,"NEGÓCIOS DE MINAS FAMÍLIA,",ANTÔNIO HENRIQUE DUARTE,HISTÓRIA,"R$ 45,00","R$ 22,50"
216,NEGROS NAS CIDADES BRASILEIRAS (1890-1950),ANA BARONE E FLÁVIA RIOS,HISTÓRIA,"R$ 58,00","R$ 29,00"
217,NO AR,BRAGA JUNIOR,CRÔNICAS,"R$ 30,00","R$ 15,00"
218,"NORDESTINO: INVENÇÃO DO ""FALO""",DURVAL MUNIZ,ESTUDOS DE GENÊRO,"R$ 40,00","R$ 20,00"
219,O AMOR É UM LUGAR COMUM,PAULO NOGUEIRA,ROMANCE,"R$ 35,00","R$ 17,50"
220,O BRASIL NA GUERRA FRIA CULTURAL,ELIZABETH CANCELLI,HISTÓRIA,"R$ 40,00","R$ 20,00"
221,O CHEIRO DO MUNDO,NEWTON MILANEZ,CRÔNICAS,"R$ 20,00","R$ 10,00"
222,O CINEMA E AS DITADURAS MILITARES,EDUARDO MORETTIN E MARCOS,HAIPSOTLÓITRAIANO,"R$ 48,00","R$ 24,00"
223,O CINEMA MUSICAL NORTE-AMERICANO,PAULO ROBERTO FERREIRA DA C,CNINHEAMA,"R$ 40,00","R$ 20,00"
224,O CUPIDO AZUL,FERNANDO LUIZ,LITERATURA,"R$ 25,00","R$ 12,50"
225,O DIARIO DE UM NORTE AMERICANO NA DITADURA,ELIZABETH CANCELLI,HISTÓRIA,"R$ 55,00","R$ 27,50"
226,O DIREITO À INFORMAÇÃO,VERUSKA SAYONARA,COMUNICAÇÃO,"R$ 30,00","R$ 15,00"
227,O DRAGOEIRO,CRISTIANE RODRIGUES DE SOUZ,POESIA,"R$ 15,00","R$ 7,50"
228,O ENSINO DE PRÁTICAS ESPORTIVAS,SÉRGIO SETTANI GIGLIO,ANTROPOLOGIA,"R$ 40,00","R$ 20,00"
229,O ESTADO NOVO PORTUGUÊS,FRANCISCO CARLOS PALOMARES,HISTÓRIA,"R$ 45,00","R$ 22,50"
230,O GENERAL ESTADISTA,SEAN PURDY,HISTÓRIA,"R$ 40,00","R$ 20,00"
231,"O GOLPE DE 2016: RAZÕES, ATORES E CONSEQUÊNCIAS",LUIZ ANTONIO DIAS E ROSEMARY,SHEISGTUÓRRAIDAO,"R$ 48,00","R$ 24,00"
232,O HOMEM INTERDITO,MARCELO BENINI,CRÔNICAS,"R$ 15,00","R$ 7,50"
233,O INIMIGO NECESSÁRIO,VALTON MIRANDA,CIÊNCIA POLÍTICA,"R$ 40,00","R$ 20,00"
234,O JARDIM DAS FRONTEIRAS,EDGAR CÉZAR NOLASCO,POESIA,"R$ 35,00","R$ 17,50"
235,O JORNAL E A CIDADE,AMÁLIO PINHEIRO,COMUNICAÇÃO,"R$ 45,00","R$ 22,50"
236,O JORNALISMO DIANTE DE NOVOS,MOZAHIR SALOMÃO,COMUNICAÇÃO,"R$ 35,00","R$ 17,50"
237,O MITO DO FASCISMO DE FREUD A BORGES,FEDERICO FINCHELSTEIN,HISTÓRIA,"R$ 38,00","R$ 19,00"
238,O MODELO DO GRANDE DOMÍNIO,VICTOR SOBREIRA,HISTÓRIA,"R$ 38,00","R$ 19,00"
239,O MORTO VESTIDO PARA UM ATO,DURVAL MUNIZ DE,HISTÓRIA,"R$ 48,00","R$ 24,00"
240,O NOVO NEGRO NA DIÁSPORA,FLAVIO THALES,HISTÓRIA,"R$ 45,00","R$ 22,50"
241,O PRIMADO DA PERCEPÇÃO E SUAS,SERGIO ROCLAW,COMUNICAÇÃO,"R$ 55,00","R$ 27,50"
242,O QUE É SOCIABILIDADE?,ANDREA DORÉ E LUIZ CARLOS RI,AENIRTOROPOLOGIA,"R$ 50,00","R$ 25,00"
243,O SABOR DA SUA SALIVA É SONORO,JOSÉ CIRILLO,PROCESSOS DE CRIAÇ,"OR$ 40,00","R$ 20,00"
244,O SILÊNCIO FAZ PARTE DA,NETA MELLO,ROMANCE,"R$ 30,00","R$ 15,00"
245,"O SUJEITO, A SUBJETIVIDADE E A VERDADE EM JOSÉ SAR",KMAARGINOA LUIZA DE FREITAS,LITERATURA,"R$ 35,00","R$ 17,50"
246,O TECELÃO DOS TEMPOS (NOVOS ENSAIOS DE TEORIA D,D HUISRTVÓARL IMA)UNIZ DE ALBUQUERQU,HISTÓRIA,"R$ 48,00","R$ 24,00"
247,OCIOSOS E SEDICIONÁRIOS,GUSTAVO VELLOSO,HISTÓRIA,"R$ 55,00","R$ 27,50"
248,OLHANDO O RIO,ERIK JENNINGS SIMÕES,LITERATURA,"R$ 65,00","R$ 32,50"
249,OLHOS VESGOS DE MAQUIAVEL,FERNANDO CESÁRIO,ROMANCE,"R$ 25,00","R$ 12,50"
250,ONTOLOGIA NOS EXTREMOS,VITOR BARTOLETTI SARTORI,FILOSOFIA,"R$ 50,00","R$ 25,00"
251,OPERAÇÃO MIDIOGRÁFICA: O GOLPE,SÔNIA MENESES,HISTÓRIA,"R$ 48,00","R$ 24,00"
252,ORÁCULO DA FRONTEIRA,EDGAR CÉZAR NOLASCO,LITERATURA,"R$ 25,00","R$ 12,50"
253,OS DESAFINADOS: SAMBAS E BAMBAS,ADALBERTO PARANHOS,HISTÓRIA,"R$ 35,00","R$ 17,50"
254,OS FRANCISCANOS E A IGREJA NA,ANA PAULA TAVARES,HISTÓRIA,"R$ 50,00","R$ 25,00"
255,OS ÍNDIOS NAS CARTAS DE NÓBREGA E ANCHIETA,FILIIPE MOREAU,HISTÓRIA,"R$ 60,00","R$ 30,00"
256,OS TEMPOS PLURAIS DA ESCRAVIDÃO NO BRASIL,RAFAEL DE BIVAR,HISTÓRIA,"R$ 58,00","R$ 29,00"
257,PAISAGENS E TRAMAS - O GÊNERO,MARGARETH RAGO,ESTUDOS DE GENÊRO,"R$ 40,00","R$ 20,00"
258,PANORAMAS AMBIENTAIS DO BRASIL RURAL,JANES JORGE,HISTÓRIA,"R$ 58,00","R$ 29,00"
259,PÂNTANO,EDGAR CÉZAR NOLASCO,POESIA,"R$ 25,00","R$ 12,50"
260,PARA LER EM CORES - ENSAIOS DE,MARIA CÂNDIDA FERREIRA,CIÊNCIAS SOCIAIS,"R$ 30,00","R$ 15,00"
261,PEIRCE E A ABORDAGEM DO SELF,VINCENT M. COLAPIETRO,SEMIÓTICA,"R$ 40,00","R$ 20,00"
262,PENSAMENTO EM IMAGENS,MARIA CRISTINA PEREIRA,HISTÓRIA,"R$ 48,00","R$ 24,00"
263,PENSAR A AEDUCAÇÃO EM UM MUNDO PROBLEMÁTICO,JOSÉ SERGIO FONSECA,EDUCAÇÃO,"R$ 52,00","R$ 26,00"
264,PIER PAOLO PASOLINI: ESTUDOS SOBRE A FIGURA DO IN,EVLINEICTI USA LNICASTRO HONESKO,LITERATURA,"R$ 40,00","R$ 20,00"
265,POESIA DA VIDA INTEIRA,SOLANGE ARAGÃO,POESIA,"R$ 15,00","R$ 7,50"
266,POESIA MABEL - MABEL VELLOSO,MABEL VELLOSO,POESIA,"R$ 50,00","R$ 25,00"
267,POÉTICA DA ANGUSTIA,ROSANE KAMINSKI,HISTÓRIA,"R$ 65,00","R$ 32,50"
268,POÉTICAS DO ATOR NO CINEMA,WALMERI RIBEIRO,CINEMA,"R$ 30,00","R$ 15,00"
269,POLÍTICA E NEGÓCIOS EM SÃO PAULO: DA ABERTURA DO,R PEONRATOS DE MATTOS,HISTÓRIA,"R$ 55,00","R$ 27,50"
270,POLÍTICAS NÃO IDENTITÁRIAS,ANGELA COUTO,SOCIOLOGIA,"R$ 45,00","R$ 22,50"
271,"PRA FRENTE, BRASIL!",DENALDO ALCHORNE DE SOUZA,ANTROPOLOGIA,"R$ 50,00","R$ 25,00"
272,"PRÁTICAS RELIGIOSAS, ERRÂNCIA E VIDA COTIDIANA NO",MRARSIAL  (CFRINISATISIN DAO C SOÉRCTUELZO W XIISXS EN,HAISCTHÓRIA,"R$ 48,00","R$ 24,00"
273,PSICOSE E EMBRIAGUEZ,GUILHERME MESSAS,PSICOLOGIA,"R$ 50,00","R$ 25,00"
274,QUALIDADE DO ENSINO: A CONTRIBUIÇÃO DOS PAIS,VITOR HENRIQUE PARO,EDUCAÇÃO,"R$ 40,00","R$ 20,00"
275,"QUASE BRANCOS, QUASE PRETOS -",SELMA VITAL,ESTUDOS LITERÁRIOS,"R$ 30,00","R$ 15,00"
276,QUEM TEM MEDO DE CLARICE,EDGAR CÉZAR NOLASCO,ROMANCE,"R$ 25,00","R$ 12,50"
277,QUAM TEM MEDO DE TEORIA?,JOSÉ ANTONIO VASCONCELOS,HISTÓRIA,"R$ 60,00","R$ 30,00"
278,RÁDIO COMUNITARIA NA ESCOLA -,MARIA INÊS AMARANTE,COMUNICAÇÃO,"R$ 40,00","R$ 20,00"
279,RADIOJORNALISMO RETÓRICA E,MOZAHIR SALOMÃO,JORNALISMO,"R$ 30,00","R$ 15,00"
280,"RAÇA, CIÊNCIA E VIAGEM NO SÉCULO XIX",MARIA HELENA P.T. MACHADO,HISTÓRIA,"R$ 40,00","R$ 20,00"
281,"REDES DE IMAGENS, MEMÓRIAS E",SONIA GUGGISBERG,ARTES,"R$ 50,00","R$ 25,00"
282,REGALISMO NO BRASIL COLONIAL,LEANDRO FERREIRA LIMA DA SIL,AHISTÓRIA,"R$ 70,00","R$ 35,00"
283,"RELIGIÃO E RELIGIOSIDADES,",EDUARDO FRANÇA,HISTÓRIA,"R$ 45,00","R$ 22,50"
284,REPENSAR A HISTÓRIA DA EDUCAÇÃO,HAROLDO DE RESENDE,FILOSOFIA,"R$ 50,00","R$ 25,00"
285,REVISITANDO AS PSICOTERAPIAS,VIRGINIA MOREIRA,PSICOLOGIA,"R$ 50,00","R$ 25,00"
286,RIR DAS DITADURAS,MARCOS SILVA,HISTÓRIA,"R$ 40,00","R$ 20,00"
287,"ROCKCÁ, ROCK LÁ: A PRODUÇÃO ROQUEIRA NO BRASIL E",PEAMU PLOR GTUSGTAALV O DA ENCARNAÇÃ,HISTÓRIA,"R$ 50,00","R$ 25,00"
288,RUME,CLERI APARECIDA,POESIA,"R$ 20,00","R$ 10,00"
289,"SABERES, PRÁTICAS E ESCRAVIDÃO",MARIA CRISTINA CORTEZ WISSEN,HAISCTHÓRIA,"R$ 58,00","R$ 29,00"
290,"SANTOS IMAGINÁRIOS, SANTOS",RONALDO AMARAL,HISTÓRIA,"R$ 30,00","R$ 15,00"
291,"SÃO PAULO, CAPITAL GEOGRÁFICA DO BRASIL",DAVID RIBEIRO,HISTÓRIA,"R$ 50,00","R$ 25,00"
292,SÃO PAULO NO IMPÉRIO DOS,JOSÉ CARLOS VILARDAGA,HISTÓRIA,"R$ 50,00","R$ 25,00"
293,SIMPLES ASSIM - AULAS DE CINEMA,VÁRIOS AUTORES,CINEMA,"R$ 45,00","R$ 22,50"
294,SINDICATOS RURAIS E,RICARDO LUIZ SAPIA,CIÊNCIAS SOCIAIS,"R$ 30,00","R$ 15,00"
295,SINFONIA EM PROSA - DIÁLOGOS DA,ELEONORA ZICARI,HISTÓRIA,"R$ 50,00","R$ 25,00"
296,SINGULARIDADES DO MASCULINO,FÁBIO CAIM,SEMIÓTICA,"R$ 25,00","R$ 12,50"
297,SOBRE A PELE,PEDRO PAULO A. FUNARI,ANTROPOLOGIA,"R$ 50,00","R$ 25,00"
298,SOCIEDADE E CULTURA NA ÁFRICA ROMANA,JULIO CESAR MAGALHÃES,HISTÓRIA,"R$ 56,00","R$ 28,00"
299,SOCIEDADES EM MOVIMENTO: FLUXOS INTERNACIONAIS,LUIZ CARLOS RIBEIRO,SOCIOLOGIA,"R$ 50,00","R$ 25,00"
300,SOCIOLOGIA CRÍTICA E A CRISE DA ESQUERDA,JOSUÉ PEREIRA DA SILVA,SOCIOLOGIA,"R$ 45,00","R$ 22,50"
301,SONS POR DETRÁS DA CORTINA,MARCO AURÉLIO SCARPINELLA,MÚSICA,"R$ 50,00","R$ 25,00"
302,TEATRO FILOSÓFICO,LUIZ DE CAMARGO PIRES NETO,FILOSOFIA,"R$ 48,00","R$ 24,00"
303,TECIDO EM RUÍNAS - FABRICAÇÃO E,MARCOS VINICIUS FERREIRA,ESTUDOS LITERÁRIOS,"R$ 30,00","R$ 15,00"
304,TECNOBREGA - DO BORDEL ÀS,EXPEDITO LEANDRO DA SILVA,CIÊNCIAS SOCIAIS,"R$ 40,00","R$ 20,00"
305,TELEVISÃO E VINCULAÇÃO SOCIAL -,ERCIO SENA,COMUNICAÇÃO,"R$ 30,00","R$ 15,00"
306,TEMPO DE GUERRA,ERIKA ZERWES,HISTÓRIA,"R$ 42,00","R$ 21,00"
307,"TEMPOS DE DIZER, TEMPOS DE ESCUTAR: TESTEMUNHO",DAEN MIEULLHEE TREEGSA NO BRASIL,HISTÓRIA,"R$ 50,00","R$ 25,00"
308,TEMPOS E ESPAÇOS DA INDEPENDÊNCIAS,JOÃO PAULO PIMENTA,HISTÓRIA,"R$ 40,00","R$ 20,00"
309,TEMPOS IDOS,M. ZÉLIA DE MARQI CITELI,POESIA,"R$ 40,00","R$ 20,00"
310,TEXTOS E IMAGENS HISTÓRIAS E COSMOLOGIAS,EDUARDO NATALINO,HISTÓRIA,"R$ 50,00","R$ 25,00"
311,TRADIÇÕES CÔMICAS NA LITERATURA BRASILEIRA DO SÉ,JUALCOQ XUIEXLINE RAMOS,LITERATURA,"R$ 40,00","R$ 20,00"
312,TRAVESSIAS DE ANGELINA E ARSENIO,CELIA AZEVEDO,LITERATURA,"R$ 55,00","R$ 27,50"
313,UM BIT AURIVERDE,GILDO MAGALHÃES,HISTÓRIA,"R$ 45,00","R$ 22,50"
314,UM ESPECTADOR EM VIAS DE CINEMA,FÁBIO ZANONI,EDUCAÇÃO,"R$ 50,00","R$ 25,00"
315,UM EXÍLIO CHAMADO SAUDADE,HUMBERTO LIMA,ESTUDOS LITERÁRIOS,"R$ 30,00","R$ 15,00"
316,UMA CLARIDADE QUE CEGA,GRAÇA PIRES,POESIA,"R$ 25,00","R$ 12,50"
317,UMA VARA DE MEDIR O SOL,GRAÇA PIRES,POESIA,"R$ 15,00","R$ 7,50"
318,USOS DA LIBREDADE E AGONISMO EM MICHEL FOUCAULT,PEDRO MAURICIO DOTTO,FILOSOFIA,"R$ 42,00","R$ 21,00"
319,UTOPIAS E EXPERIÊNCIAS OPERÁRIAS,LUIZ CARLOS RIBEIRO E CLÓVIS,RSUONCEIORLOGIA,"R$ 48,00","R$ 24,00"
320,VELAS AO MAR,MARY ANNE,HISTÓRIA,"R$ 45,00","R$ 22,50"
321,VESTÍGIOS,AMNÉRIS MARONI,PSICANÁLISE,"R$ 50,00","R$ 25,00"
322,VIAGENS E RELATOS,STELLA MARIS SCATENA FRANCO,HISTÓRIA,"R$ 48,00","R$ 24,00"
323,VI DA VIDA - POESIAS,M. ZÉLIA DE MARQI CITELI,POESIA,"R$ 40,00","R$ 20,00"
324,VIDAS ANTIGAS,MARCELO REDE,HISTÓRIA,"R$ 55,00","R$ 27,50"
325,VIDAS ANTIGAS II,MARCELO REDE,HISTÓRIA,"R$ 60,00","R$ 30,00"
326,VÍRGULA,FÁBIO DE OLIVEIRA,POESIA,"R$ 20,00","R$ 10,00"
327,VOO LUMINOSO DE ALMA,MARTA BARBOSA,POESIA,"R$ 25,00","R$ 12,50"
328,WITTGENSTEIN: PARA ALÉM DA LINGUAGEM AGOSTINIAN,MARCONI OLIVEIRA,FILOSOFIA,"R$ 40,00","R$ 20,00"
"",,,,,
