Código,Título,Link,Link da Image,preço,Preço Promocional
11313,"Tudo limpo e organizado em 1 minuto https://www.editohrtatpgse:n//tset.acotimc.e.bdri/todria-gdeanst-Rem$.c a4oe0ms,-0.2b00r2/m1/etduidao/c-laimtaplooRg-$e/ p-2or0or,gd0au0ncitz/atd/uo/-etumd-o1--lmiminpuot-oe-porogadn.hiztamdlo.jpg"
11420,"Tudo o que você precisa saber sobre economia https://www.editohrtatpgse:n//tset.acotimc.e.bdri/todria-gdeanst-Rem$.c a4oe4ms,-9.2b00r2/m1/etduidao/c-oa-tqauloReg-$/v po2rc2oe,d4-pu5rcet/cwisa/h-s/awbhear-tsoabprpe_-iemcoagneo_m2i0a1-p9r-o1d2-.h0t5m_al t_11.17.26_2__1.jpeg"
11193,"Tudo o que você precisa saber sobre filosofia https://www.editohrtatpgse:n//tset.acotimc.e.bdri/todria-gdeanst-Rem$.c a4oe4ms,-9.2b00r2/m1/etduidao/c-oa-tqauloReg-$/v po2rc2oe,d4-pu5rcet/ctis/au-/staubdeor--os-oqbure-vficlo-fsiloofsiao-fpiar.ojpdg.html"
11312,"Tudo o que você precisa saber sobre mitologia https://www.editohrtatpgse:n//tset.acotimc.e.bdri/todria-gdeanst-Rem$.c a4oe4ms,-9.2b00r2/m1/etduidao/c-oa-tqauloReg-$/v po2rc2oe,d4-pu5rcet/ctis/au-/staubdeor--os-oqbure-vmci-tmoliotoglioag-piar.ojpdg.html"
11304,"Tudo o que você precisa saber sobre psicologia https://www.editohrtatpgse:n//tset.acotimc.e.bdri/todria-gdeanst-Rem$.c a4oe4ms,-9.2b00r2/m1/etduidao/c-oa-tqauloReg-$/v po2rc2oe,d4-pu5rcet/ctis/au-/staubdeor--os-oqbure-vpcs-ipcosilcooglioag-piar.ojpdg.html"
10879,Usina de valor,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a7oe4ms,-9.2b00r","m1/eudsiian/ac-adtea-lvoRag$l/o p3rr-7po,rd4ou5"
11383,Vamos juntos!,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/evdaima/ocsa-tjaulnoRtgo$/s p2-rp2or,do4ud5."
11145,Veneno,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/evdeinae/cnaot-aplorRog$d/ p.1hr9tom,d9lu5"
11199,Vida organizada,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe2ms,-5.2b00r","m1/evdidiaa/-coartgaalnoRigz$/a pd2ra1o-,d2pu5r"
11433,Visionários,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ntRe$.gc o4c4mi,o9.bs0-r","m-eemdpiare/ceantdaelodRgo$/r pi2sr2mo,d4ou5/l"
10600,Viva como você quer viver,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/evdivia/-caotmaloR-gv$/o pc1re9o-,dq9u5"
11425,Viva melhor e venda mais,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/evdivia/-cmaetalhl oRgr$-/e p1-rv9oe,d9nu5d"
11323,Você entendeu tudo errado,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/evdoicae/-ceantateloRngd$/e p2ur2o-t,d4uu5d"
11432,Você não vai mais conseguir vender assim,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"olivrarogse-ndtRe-$.c a4or4mr,e9.bi0rr","-me-esudciae/scsaot/alliovRrgo$/ sp2-rd2oe,d4-u5"
11450,Você nasceu para vender MUITO,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/evdoicae/-cnaataslcoeRgu$/- p2ra2or,da4u-5v"
11310,Você pode mais - 99% não é 100%,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/evdoicae/-cpaotadleoR-gm$/ pa2ri2so,-d49u59"
11426,Foco na prática,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a6oe4ms,-9.2b00r","m1/efodciao/-cnaat-aplorRag$t/i pc3ar2o-,pd4ru5o"
11437,Kids Fun,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe4ms,-9.2b00r","m1/ekdidias/-cfuanta-ploRrgo$/d p1.hr7ot,md4u5l"
11326,O poder da ação,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/eod-ipao/dcaetra-dloRag-$a/ pc2-r2o,-d4pu5r"
11427,O poder do Carisma,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/eod-ipao/dcaetra-dloRog-$/c pa2r2ois,d4mu5"
11452,21 dias para uma vida LOW CARB,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe0ms,-0.2b00r","m1/e2d1i-ad/icaast-aplaoRrga$/- pu2rm0o,da0u-0v"
11484,A estratégia da inovação radical,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ltiRev$.rco 5os9m-p,9.ab0rr","-mtoeddaias-/acsa-toacloaRgs$i/o p2er9so/,d9inu5"
11481,Brancoala e família,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/ebdriaan/coataalalo-Reg$-/f pa1rm9o,di9liu5a"
11479,Crie seu mercado no mundo digital,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe5ms,-0.2b00r","m1/ecdriea-/sceauta-mloReg$r/c p2ar2do,od5-u0n"
11486,Faça suas próprias leis,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/efadci a/-csautaasl-oRpgr$/o p2pr2roi,ad4su5-l"
11488,"Indispensável, imbatível , invencível",https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/einddiais/cpaetnasloaRvg$e/ pl2-ri2mo,d4bu5a"
11489,Lucro Certo,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe4ms,-9.2b00r","m1/eludciaro/c-acetarltoRg-$p/ pr1or7od,d.4hu5t"
10408,O Brasil em transformação,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe9ms,-9.2b00r","m1/eod-ibar/acsailt-aelmoRg-$/t pr2ar4no,sd9fu5o"
11477,O lado Kids Fun da vida,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/eod-ila/dcoa-tkaidloRsg-$f/u p1nr9o-d,9au5-"
11352,O mentor,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/eod-ima/ecnattoarl-oRpgr$/o p2dr2.oh,d4tmu5"
11482,O poder da ação para crianças,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/eod-ipao/dcaetra-dloRag-$a/ pc1-r9o,-d9pu5a"
11485,O poder da simplicidade no mundo ágil,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/eod-ipao/dcaetra-dloRag-$s/ ip1mr9op,d9liu5ci"
10574,Supere,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe7ms,-9.2b00r","m1/esduipae/crea-tpalroRgd$/. hp2tr3mo,d9lu5"
11460,Viva com Leveza,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/evdivia/-caotmal-olRegv$/e p1zr9ao,-d9pu5r"
11483,Audaz,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/eaduidaa/cza-ptaroloRdg.$/h pt2mr2o,ld4u5"
11467,Decifre e influencie pessoas,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ltiRev$.rco 4os4m-p,9.ab0rr","-mtoeddaias-/acsa-toacloaRgs$i/o p2er2so/,d4cua5"
11490,Este não é mais um livro de dieta,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe2ms,-5.2b00r","m1/eedsitae/-cna-toa-leoR-gm$/ pa2ir1so-,du2u5"
11496,Manhãs Poderosas,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/emdaian/hca-st-aploRgd$/e pr1or9os,da9us5-"
11495,Criação de riqueza,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a5oe4ms,-9.2b00r","m1/ecdriac/-coa-tdaeloR-gr$i/q p2ur7eo,zd4au5-"
11503,Gestão fácil,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ntRe$.gc o4c4mi,o9.bs0-r","m-eemdpiare/ceantdaelodRgo$/r pi2sr2mo,d4ou5/"
11502,Mentes únicas,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/emdeian/tceast-aulonRgic$/a p1sr-9op,d9rou5"
11487,Smart Money,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ntRe$.gc o4c4mi,o9.bs0-r","m-eemdpiare/ceantdaelodRgo$/r pi2sr2mo,d4ou5/l"
11471,A arte do silêncio,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/ead-aiar/tcea-dtaol-oRsgi$l/e pn1r9coi,od9-u5p"
11499,DNA Milionário,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe9ms,-9.2b00r","m1/eddnia/-mcaitliaolonRga$/r ipo2r4-op,d9rou5"
11501,Milagre em Passadouro,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/emdilaa/gcraet-aelomRg-$/p p1ar9sos,d9au5d"
11464,Alimente suas emoções,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a5oe4ms,-9.2b00r","m1/eadliima/ecnatea-losRug$a/ ps2-r7eom,d4u5o"
11497,O naturalista,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a6oe4ms,-9.2b00r","m1/eod-inaa/tcuartalliosRtga$/- pp3r2roo,d4du5."
11492,Jesus todo dia,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ltiRev$.rco 3os9m-p,9.ab0rr","-mtoeddaias-/acsa-toacloaRgs$i/o p1er9so/,d9a5u"
11510,A melhor estratégia é atitude: Bora vender,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ltiRev$.rco 4os4m-p,9.ab0rr","-mtoeddaias-/acsa-toacloaRgs$i/o p2er2so/,d4inu5"
11330,Como se livrar do que empaca sua vida e virar o jogo a seu favor,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/ecdoima/oc-astea-lloiRvgr$/a p2rr-2od,do4u-5"
11506,Os segredos da gestão ágil por trás das empresas valiosas,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/eodsi-as/ecgarteadl oRgs$/-d p1ar9o-,gd9eu5s"
11508,Mindset do coração,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe2ms,-5.2b00r","m1/emdina/dcsaetta-dloRog-$/c po2rr1oa,dc2-u5o"
11498,As anônimas,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a5oe4ms,-9.2b00r","m1/eadsi-a/ncoantaimloRag$s/- pp2rr7oo,d4du5."
11505,Seja um líder de heróis,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe2ms,-5.2b00r","m1/esdeija/-cuamta-liodRge$/r p-2dr1oe,d-2hu5"
11512,O novo código da cultura,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ntRe$.gc o5c4mi,o9.bs0-r","m-eemdpiare/ceantdaelodRgo$/r pi2sr7mo,d4ou5/"
11500,Tudo pelo amor dele,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a5oe4ms,-9.2b00r","m1/etduidao/c-paetalolo-Rag$m/ p2or7or-,4du5e"
11516,Desperte seu conhecimento milionário,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe2ms,-5.2b00r","m1/eddeisap/ceartael-osReg$u/ p-2cr1o,nd2hu5"
11515,Empreendedores,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a5oe4ms,-9.2b00r","m1/eedmiap/rceaetanldoRegd$/ op2r7eo,sd4-u5p"
11521,Excelência para obstinados,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/eedxicae/lceantcailaoR-gp$/a p1rra9o-,od9bu5"
11527,Um compromisso por dia,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe9ms,-9.2b00r","m1/eudmia-/ccoamtaplorRog$m/ p2irs4os,od9-u5p"
11518,"Esteja, viva, permaneça 100% PRESENTE",https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/eedsitae/jcaa-vtaivloaR-gp$/e p1rr9mo,d9au5n"
11528,Crianças desafiadoras,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/ecdrian/catsa-dloRegs$/a p1fri9ao,d9ou5r"
11529,E se você viver mais 100 anos ?,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/eed-siae/-cvaotcaelo-Rvgi$/v pe1r9o-m,d9ua5i"
11517,Rock in rio a arte de sonhar e fazer acontecer,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/erdoicak/-cina-trailoR-ga$/- pa2r2ote,d4-u5d"
11532,Ideias para futuramente você não ficar no passado,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a1oe9ms,-9.2b00r","m1/eideiaia/csa-ptalroag-Rf/u$pt ru9o,rd9au5"
11491,12 Princípios para uma vida extraordinária,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/e1d2i-ap/rciantcailpoRigo$/s p-1pr9oa,rd9au5-"
11533,Welcome Tomorrow,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe9ms,-9.2b00r","m1/ewdeialc/ocamtael-otRog$m/ p2or4or,rd9ou5"
11540,A Construção de uma Marca com Propósito,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/ead-ciao/ncsattraulocR-go$/- pd2re2o-,d4uu5"
11519,Faça Simples,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/efadci a/-csaimtaplolRegs$/- p2r2o,4du5."
11534,O Futuro do Dinheiro,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/eod-fiau/tcuartoa-ldoRog$-/d p2irn2oh,d4eu5ir"
11536,Decifre Seu Talento,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a5oe4ms,-9.2b00r","m1/eddeicai/fcraet-aselouRg-$t/a p2lre7on,d4tuo5"
11531,Tudo o que você precisa saber sobre negociação,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/etduidao/c-oa-tqauloReg-$/v po2rc2oe,d4-pu5r"
11541,"Obrigada, de nada",https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/eodbirai/gcaadtoal-odRge$/- pn1ra9od,d9au5-"
11546,Faça o tempo enriquecer você,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/efadci a/-coa-taelmoRgp$/o p2-re2on,d4rui5q"
11547,Decida Vencer,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ltiRev$.rco 4os4m-p,9.ab0rr","-mtoeddaias-/acsa-toacloaRgs$i/o p2er2so/,d4a5u"
11545,Seja Inesquecível,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe9ms,-9.2b00r","m1/esdeija/-cinaetasqloRuge$/c p2ivr4oe,dl9-u5p"
11548,DNA da Cocriação,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe9ms,-9.2b00r","m1/eddnia/-dcat-acoloRcgr$/ia p2cr4ao,od9-u5p"
11561,Bora Varejo,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ntRe$.gc o4c4mi,o9.bs0-r","m-eemdpiare/ceantdaelodRgo$/r pi2sr2mo,d4ou5/"
11558,"Se vira, moleque!",https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe9ms,-9.2b00r","m1/esdei-av/irca-tmaloRlge$/q p2ur4eo,-d9pu5r"
11556,A sabedoria do dinheiro,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/ead-si a/bceadtaolroRiag$-/d p2or2o-d,d4iun5"
11550,Pílulas de resiliência,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/epdiliual/acsa-tdaelo-Rrge$/s p2ilri2oe,dn4uc5i"
80000,O sucesso é treinável,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/eod-isau/cceastsaolo-Reg$-/t pr1er9oi,nd9au5v"
11562,A caminhada da meditação,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/ead-ci a/mcaintahlaoRdg$a/ -p2dr2ao,-d4mu5"
11543,A era da integridade,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/ead-eiar/ac-adtaa-lionRgt$e/ pg1r9iod,d9au5d"
11564,"Sonhe, acredite e faça",https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/esdoinah/cea-ataclroeRgd$/i pt1er9-oe,d9-uf5a"
11524,O poder da ação para crianças: novas aventuras,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/eod-ipao/dcaetra-dloRag-$a/ pc1ar9o,d9-pu5"
11566,"Acredite, a vida sem dor é possível",https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe9ms,-9.2b00r","m1/eadcirae/dciattea-laoR-gv$i/d p2ar4-os,d9eu5"
11560,Estratégia adaptativa,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a6oe5ms,-0.2b00r","m1/eedsitara/ctaetgaialo-Rag$d/ pa3rp2ot,da5tu0i"
11573,Brincar é fundamental,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/ebdrian/ccaart-ael-ofRug$n/ pd1ra9om,d9eu5"
11571,"Eu sou, eu posso!",https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe9ms,-9.2b00r","m1/eedui-as/ocua-teauloR-gp$/o p2srs4o,d9-pu5r"
11568,O óbvio que você deixa passar,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/eod-ioab/vcaiot-aqlouRge$/- vp1or9oc,de9-u5d"
11575,O que importa é seu resultado,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/eod-iqau/eca-itmalpoRog$r/t pa2r-2oe,d4-su5e"
90000,R.E.S.E.T.: o poder do reinício,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/erdeisae/tc-aot-aploRdg$e/ pr2-rd2oo,d4-u5r"
11577,Viva a sua melhor versão,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/evdivia/-caa-stualaoR-gm$/ ep2lrh2oo,d4ru5-"
11581,Atitude positiva diária,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a1oe9ms,-9.2b00r","m1/eadtitau/dcaet-aplosgRi/t$ipv ra9o-,d9ui5a"
11578,Transformação radical,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a6oe9ms,-9.2b00r","m1/etdraian/scfaotramloaRgc$/a po3r-4or,ad9du5i"
11570,Assuma o comando da sua vida,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/eadsisau/mcaat-aolo-Rcgo$/m p1ra9on,d9du5"
11569,Nada easy (Ed. Revista),https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ntRe$.gc o4c4mi,o9.bs0-r","m-eemdpiare/ceantdaelodRgo$/r pi2sr2mo,d4ou5/l"
11555,E se você não tivesse medo?,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/eed-siae/-cvaotcaelo-Rng$a/o p2-r2toi,vd4eu5s"
11579,Medicina do amanhã,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe9ms,-9.2b00r","m1/emdeiad/iccaint al-odRgo$/- pa2rm4o,da9nu5"
11565,A real sobre empreender,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a5oe9ms,-9.2b00r","m1/ead-riae/acla-stoabloRrge$/- ep2mr9o,pd9ru5e"
11585,Um compromisso por dia para pais e filhos,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a5oe9ms,-9.2b00r","m1/eudmia-/ccoamtaplorRog$m/ p2irs9os,od9-u5p"
11586,"Educar, amar e dar limites: os princípios para criar filhos vit.",https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a3oe9ms,-9.2b00r","m1/eeddiua/ccaar-tamloRag$r/- pe1r-9od,d9au5r-"
11563,A vida é tudo o que você faz com ela,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/ead-viaid/caa-eta-tlouRgd$/o p2-ro2o-,qd4u5"
11591,Gestão profissional na prática,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe9ms,-9.2b00r","m1/egdeisat/acoa-tparloRgfi$/s ps2iro4on,d9au5l-"
11587,O poder do incômodo,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe9ms,-9.2b00r","m1/eod-ipao/dcaetra-dloRog-$/in p2cr4o,md9u5o"
11535,Tudo o que você precisa saber sobre astrologia,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe9ms,-9.2b00r","m1/etduidao/c-oa-tqauloReg-$/v po2rc4oe,d9-pu5r"
11589,O lado bom das bactérias,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"odria-gdeanst-Rem$.c a4oe4ms,-9.2b00r","m1/eod-ila/dcoa-tbaolomRg$-/d p2ar2so-,d4bu5a"
11598,Desistir não é opção,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ntRe$.gc o4c4mi,o9.bs0-r","m-eemdpiare/ceantdaelodRgo$/r pi2sr2mo,d4ou5/l"
11596,O desafio do impossível,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ltaRen$.c 4oa9m,9.eb0nr","oms-emdiai/oc/aot-adloeRgs$a/ fp2iro4o-,d9ou5-"
11580,Rumo à riqueza,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ltaRen$.c 4oa9m,9.eb0nr","oms-emdiai/oc/artuamloRog$-/a p2-r4oiq,d9uu5e"
11588,O cientista do marketing digital,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ltaRen$.c 4oa9m,9.eb0nr","oms-emdiai/oc/aot-aclioeRgn$/t pi2srt4oa,d9-du5"
90003,Todo caminho é sagrado,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ltaRen$.c 4oa9m,9.eb0nr","oms-emdiai/oc/attoadloRg-$c/a p2mr4oi,dn9uh5"
11602,Nova Economia,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ltaRen$.c 4oa9m,9.eb0nr","oms-emdiai/oc/antoavloaRg-$e/ pc2or4on,d9ou5"
11601,Empreender: a arte de se foder todos os dias e não desistir,https://www.edi,ohrtatpgse:n//tset.acotimc.e.bdri,"ohroamgen/ltaRen$.c 4oa9m,9.eb0nr","oms-emdiai/oc/aetmalpoRrge$/e p2nr4od,de9ur5-"
