"",,,
Título,Autor,"Preço decapa","Preço comdesconto"
Disney Aquarela - Toy Story 4__,DISNEY,"R$ 19,90","R$ 9,95"
Disney Aquarela - Vampirina,DISNEY,"R$ 19,90","R$ 9,95"
Disney Aquarela - Vampirina__,DISNEY,"R$ 19,90","R$ 9,95"
Disney Baby - Animais (levante as Abinhas),DISNEY,"R$ 29,90","R$ 14,95"
Disney Baby - Estações do Ano (levante as Abinhas),DISNEY,"R$ 29,90","R$ 14,95"
Disney Baby - Meus Primeiros Números,DISNEY,"R$ 14,90","R$ 7,45"
Disney Baby - Minhas Primeiras Cores,DISNEY,"R$ 14,90","R$ 7,45"
Disney Baby - Minhas Primeiras Formas,DISNEY,"R$ 14,90","R$ 7,45"
Disney Baby - Minhas Primeiras Palavras,DISNEY,"R$ 14,90","R$ 7,45"
Disney Carinhas - Carros 3,DISNEY,"R$ 19,90","R$ 9,95"
Disney Carinhas - Frozen,DISNEY,"R$ 19,90","R$ 9,95"
Disney Carinhas - Mickey,DISNEY,"R$ 19,90","R$ 9,95"
Disney Carinhas - Minnie,DISNEY,"R$ 19,90","R$ 9,95"
Disney Cores - A Bela e a Fera,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - A Bela e a Fera_,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - A Guarda do Leão__,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - A Pequena Sereia,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - A Pequena Sereia__,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - Branca de Neve__,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - Carros 2,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - Carros 3__,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - Elena de Avalor,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - Frozen 2__,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - Minnie__,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - Moana__,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - O Bom Dinossauro__,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - Os Incríveis 2,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - Os Incríveis 2__,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - Princesas__,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - Procurando Dory__,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - Toy Story 4__,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - Vampirina,DISNEY,"R$ 16,90","R$ 8,45"
Disney Cores - Vampirina__,DISNEY,"R$ 16,90","R$ 8,45"
Disney Fun Box - Caixinha Divertida - Carros 3,DISNEY,"R$ 24,90",
Disney Fun Box - Caixinha Divertida - Frozen,DISNEY,"R$ 24,90","R$ 12,45"
Disney Fun Box - Caixinha Divertida - Mickey,DISNEY,"R$ 24,90","R$ 12,45"
Disney Fun Box - Caixinha Divertida - Minnie,DISNEY,"R$ 24,90","R$ 12,45"
Disney Fun Box - Caixinha Divertida - Princesas,DISNEY,"R$ 24,90","R$ 12,45"
Disney Fun Box - Caixinha Divertida - Toy Story,DISNEY,"R$ 24,90","R$ 12,45"
DISNEY GIGA BOOKS - CARROS 3,DISNEY,"R$ 39,90","R$ 19,95"
DISNEY GIGA BOOKS - FROZEN 2,DISNEY,"R$ 39,90","R$ 19,95"
DISNEY GIGA BOOKS - MICKEY MOUSE,DISNEY,"R$ 39,90","R$ 19,95"
DISNEY GIGA BOOKS - MINNIE,DISNEY,"R$ 39,90","R$ 19,95"
DISNEY GIGA BOOKS - PRINCESAS,DISNEY,"R$ 39,90","R$ 19,95"
DISNEY GIGA BOOKS - TOY STORY 4,DISNEY,"R$ 39,90","R$ 19,95"
Diva - Texto Integral com Comentários,JOSÉ DE ALENCAR,"R$ 16,90","R$ 8,45"
Diversão com Massinhas - Carros 3,DISNEY,"R$ 39,90","R$ 19,95"
Diversão com Massinhas - Mickey Aventuras Sobre Rodas,DISNEY,"R$ 39,90","R$ 19,95"
Diversão com Massinhas - Minnie,DISNEY,"R$ 39,90","R$ 19,95"
Dom Casmurro - Texto Integral com Comentários,MACHADO DE ASSIS,"R$ 16,90","R$ 8,45"
Dom Quixote,MIGUEL DE CERVANTES,"R$ 31,00","R$ 15,50"
Domínio Público - Literatura em Quadrinhos I,VÁRIOS AUTORES,"R$ 35,00","R$ 17,50"
Domínio Público - Literatura em Quadrinhos II,VÁRIOS AUTORES,"R$ 35,00","R$ 17,50"
Drácula,BRAM STOKER,"R$ 31,00","R$ 15,50"
"Duula, a Mulher Canibal",ROGERIO ANDRADE BARBOSA,"R$ 35,00","R$ 17,50"
É o Aniversário do Bernardo!,SONIA ROSA E LUNA,"R$ 21,00","R$ 10,50"
E o Dente Ainda Doía,ANA TERRA,"R$ 35,00","R$ 17,50"
Ekoaboka - Jornadas Na Amazônia,COORDENAÇÃO ANNA CLAUDIA RAMOS,"R$ 33,00","R$ 16,50"
"Elefante, Chapéu e Melancia em Tudo Tem Poesia!",LALAU E LAURABEATRIZ,"R$ 29,00","R$ 14,50"
Elo,IMOGEN HOWSON,"R$ 44,00","R$ 22,00"
Em Boca Fechada Não Entra Mosca,FATIMA MIGUEZ MARTIS,"R$ 28,00","R$ 14,00"
Entre o Rio e as Nuvens,KATIA CANTON,"R$ 28,00","R$ 14,00"
Era Uma Vez... Andersen,KATIA CANTON,"R$ 35,00","R$ 17,50"
Era Uma Vez... Esopo,KATIA CANTON,"R$ 35,00","R$ 17,50"
Era Uma Vez... Irmãos Grimm,KATIA CANTON,"R$ 33,00","R$ 16,50"
Era Uma Vez... La Fontaine,KATIA CANTON,"R$ 31,00","R$ 15,50"
Era Uma Vez... Perrault,KATIA CANTON,"R$ 34,00","R$ 17,00"
Escultura Aventura,KATIA CANTON,"R$ 33,00","R$ 16,50"
Espumas Flutuantes - Texto Integral com Comentários,CASTRO ALVES,"R$ 16,90","R$ 8,45"
Estórias de Jenni,VOLTAIRE,"R$ 16,90","R$ 8,45"
"Eurico, o Presbítero - Texto Integral com Comentários",ALEXANDRE HERCULANO,"R$ 16,90","R$ 8,45"
Fabíola Foi ao Vento,RICARDO BENEVIDES,"R$ 30,00","R$ 15,00"
Fadas Que Não Estão Nos Contos - Uma Confusão de Contos Clássicos,KATIA CANTON,"R$ 28,00","R$ 14,00"
"Feliz Aniversário, Gatinha!",NICK BRUEL,"R$ 34,00","R$ 17,00"
Feliz Natal!,LEE STANNEL,"R$ 21,00","R$ 10,50"
"Festa no Céu, Festa no Mar",LUCIA HIRATSUKA,"R$ 29,00","R$ 14,50"
Fica Comigo,GEORGINA MARTINS,"R$ 27,00","R$ 13,50"
"Fiona, a Fada - Com Capa Para Tocar & Sentir",EQUIPE DCL,"R$ 12,90","R$ 6,45"
Firebirds Rising,ORGANIZADO POR SHARYN NOVEMBER,"R$ 38,00","R$ 19,00"
Firebirds Soaring,ORGANIZADO POR SHARYN NOVEMBER,"R$ 38,00","R$ 19,00"
Flutuantes,ROSANA RIOS,"R$ 29,00","R$ 14,50"
Folhas Caídas,ALMEIDA GARRETT,"R$ 16,90","R$ 8,45"
Fora do Ar,MARISTEL ALVES DOS SANTOS,"R$ 25,00","R$ 12,50"
Fragmentada,TERI TERRY,"R$ 41,00","R$ 20,50"
Frankenstein,LEONARDO CHIANCA,"R$ 28,00","R$ 14,00"
Galinha Cega,JOÃO ALPHONSUS,"R$ 31,00","R$ 15,50"
GIGA BOOKS - COISAS FOFAS,EQUIPE DCL,"R$ 39,90","R$ 19,95"
GIGA BOOKS - MUNDO DE AVENTURAS,EQUIPE DCL,"R$ 39,90","R$ 19,95"
"Gravata Sim, Estrela Não!",LUCIANA SAVAGET,"R$ 23,00","R$ 11,50"
Gravura Aventura,KATIA CANTON,"R$ 33,00","R$ 16,50"
Helena - Texto Integral com Comentários,MACHADO DE ASSIS,"R$ 16,90","R$ 8,45"
"Hipopótamo, Batata Frita, Nariz: Tudo Deixa Um Poeta Feliz!",LALAU E LAURABEATRIZ,"R$ 29,00","R$ 14,50"
História De Dinossauros - Contos 2 Em 1,EQUIPE DCL,"R$ 14,90","R$ 7,45"
Histórias de Aventura - Contos 2 em 1,EQUIPE DCL,"R$ 14,90","R$ 7,45"
Histórias de Lavar a Alma,GRAZIELA HETZEL,"R$ 37,00","R$ 18,50"
Histórias de Urso - Contos 2 Em 1,EQUIPE DCL,"R$ 14,90","R$ 7,45"
Histórias e Lendas do Brasil,VÁRIOS AUTORES / J. LANZELLOTTI,"R$ 54,90","R$ 27,45"
Histórias e Lendas do Brasil - Norte,EQUIPE DCL E J. LANZELLOTTI,"R$ 36,00","R$ 18,00"
Histórias Mágicas - Contos 2 Em 1,EQUIPE DCL,"R$ 14,90","R$ 7,45"
Histórias Para Ler Juntos - Mamãe,PARRAGON BOOKS,"R$ 46,90","R$ 23,45"
HORA DA DIVERSÃO - DINOSSAUROS - KIT,EQUIPE DCL,"R$ 19,90","R$ 9,95"
HORA DA DIVERSÃO - FUNDO DO MAR - KIT,EQUIPE DCL,"R$ 19,90","R$ 9,95"
HORA DA DIVERSÃO - INVENÇÕES - KIT,EQUIPE DCL,"R$ 19,90","R$ 9,95"
HORA DA DIVERSÃO - UNIVERSO - KIT,EQUIPE DCL,"R$ 19,90","R$ 9,95"
HQ - A Ilha do Tesouro,R. L. STEVENSON ADAPTADO POR ANDREW HARRAR,"R$ 31,00","R$ 15,50"
HQ - Alice no País das Maravilhas,LEWIS CARROLL ADAPTADO POR LEWIS HELFAND,"R$ 31,00","R$ 15,50"
HQ - As Aventuras de Tom Sawyer,MARK TWAIN ADAPTADO POR MATT JOSDAL,"R$ 33,90","R$ 16,95"
HQ - As Minas do Rei Salomão,H. R. HAGGARD ADAPTADO POR C. E. L. WELSH,"R$ 31,00","R$ 15,50"
HQ - As Viagens de Gulliver,JONATHAN SWIFT ADAPTADO POR LEWIS HELFAND,"R$ 31,00","R$ 15,50"
HQ - Edgar Allan Poe - A Queda da Casa de Usher,EDGAR ALLAN POE ADAPTADO POR MATTHEW K. MANNING,"R$ 30,00","R$ 15,00"
HQ - Edgar Allan Poe - O Assassinato na Rua Morgue,EDGAR ALLAN POE ADAPTADO POR CARL BOWEN,"R$ 30,00","R$ 15,00"
HQ - Edgar Allan Poe - O Coração Delator,EDGAR ALLAN POR ADAPTADO POR BENJAMIN HARPER,"R$ 30,00","R$ 15,00"
HQ - Edgar Allan Poe - O Poço e o Pêndulo,EDGAR ALLAN POE ADAPTADO POR SEAN TULIEN,"R$ 30,00","R$ 15,00"
HQ - Frankenstein,MARY SHELLEY ADAPTADO POR LLOYD S. WAGNER,"R$ 31,00","R$ 15,50"
HQ - Hamlet,WILLIAM SHAKESPEARE ADAPTADO POR BRUNO SALERNO,"R$ 33,90",
HQ - Joana D ́arc,MARK TWAIN ADAPTADO POR TONY DIGEROLAMO,"R$ 31,00","R$ 15,50"
HQ - Macbeth,WILLIAM SHAKESPEARE ADAPTADO POR JYOTI BHANSALI,"R$ 31,00","R$ 15,50"
HQ - Moby Dick,HERMAN MELVILLE ADAPTADO POR LANCE STAHLBERG,"R$ 31,00","R$ 15,50"
HQ - O Chamado Selvagem,JACK LONDON ADAPTADO POR LLOYD S. WAGNER,"R$ 31,00","R$ 15,50"
HQ - O Mágico e Oz,L. FRANK BRAUM ADAPTADO POR ROLAND MANN,"R$ 31,00","R$ 15,50"
HQ - O Médico e o Monstro,R. L. STEVENSON ADAPTADO POR C. E. L. WELSH,"R$ 31,00","R$ 15,50"
HQ - O Mercador de Veneza,WILLIAM SHAKESPEARE ADAPTADO POR JOHN F. MCDONALD,"R$ 31,00","R$ 15,50"
HQ - O Senhor do Mundo,JULIO VERNE ADAPTADO POR DALE METTAM,"R$ 31,00","R$ 15,50"
HQ - Oliver Twist,CHARLES DICKENS ADAPTADO POR DON JOHNSON,"R$ 31,00","R$ 15,50"
HQ - Os Três Mosqueteiros,ALEXANDRE DUMAS ADAPTADO POR BRUCE BUCHANAN,"R$ 31,00","R$ 15,50"
HQ - Raptado,ROBERT LOUIS STEVENSON ADAPTADO POR MARK JONES,"R$ 31,00","R$ 15,50"
HQ - Robinson Crusoé,DANIEL DEFOE ADAPTADO POR DAN JOHNSON,"R$ 31,00","R$ 15,50"
HQ - Romeu e Julieta,WILLIAM SHAKESPEARE ADAPTADO POR JOHN F. MCDONALD,"R$ 31,00","R$ 15,50"
HQ - Sherlock Hokmes - O Cão dos Baskervilles,ARTHUR CONAN DOYLE ADAPTADO POR J. R. PARKS,"R$ 31,00","R$ 15,50"
HQ - Sherlock Holmes - A Casa Vazia,SIR ARTHUR CONAN DOYLE / VINCENT GOODWIN,"R$ 30,00","R$ 15,00"
HQ - Sherlock Holmes - A Faixa Malhada,SIR ARTHUR CONAN DOYLE / VINCENT GOODWIN,"R$ 30,00","R$ 15,00"
HQ - Sherlock Holmes - A Liga dos Cabeças Vermelhas,SIR ARTHUR CONAN DOYLE / VINCENT GOODWIN,"R$ 30,00","R$ 15,00"
HQ - Sherlock Holmes - Assassinato em Abbey Grange,SIR ARTHUR CONAN DOYLE / VINCENT GOODWIN,"R$ 30,00","R$ 15,00"
HQ - Sherlock Holmes - O Construtor De Norwood,SIR ARTHUR CONAN DOYLE / VINCENT GOODWIN,"R$ 30,00","R$ 15,00"
HQ - Sherlock Holmes - Os Dançarinhos,SIR ARTHUR CONAN DOYLE / VINCENT GOODWIN,"R$ 30,00","R$ 15,00"
HQ - Viagem ao Centro da Terra,JULIO VERNE ADAPTADO POR LEWIS HELFAND,"R$ 31,00","R$ 15,50"
HQ - Vinte Mil Léguas Submarinas,JULIO VERNE ADAPTADO POR LEWIS HELFAND,"R$ 31,00","R$ 15,50"
I - Juca-pirama e o Timbiras - Texto Integral com Comentários,GONÇALVES DIAS,"R$ 16,90","R$ 8,45"
Iberê Menino,ANDRÉ NEVES,"R$ 28,00","R$ 14,00"
Inglês Rápido,EQUIPE DCL,"R$ 69,90","R$ 34,95"
Inocência - Texto Integral com Comentários,VISCONDE DE TAUNAY,"R$ 16,90","R$ 8,45"
Inventário do Lobo Mau,FATIMA MIGUEZ MARTIS,"R$ 28,00","R$ 14,00"
Iracema - Texto Integral com Comentários,JOSE DE ALENCAR,"R$ 16,90","R$ 8,45"
Japuaçu e a Estrela do Fogo,LUCIANA SAVAGET TEIXEIRA,"R$ 28,00","R$ 14,00"
João e o Pé de Feijão,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 28,00","R$ 14,00"
João Esperto Leva o Presente Certo,CANDACE FLEMING E G.BRIAN KARAS,"R$ 36,00","R$ 18,00"
Jogos Mentais,TERI TERRY,"R$ 41,00","R$ 20,50"
Jura?,CLAUDIO FRAGATA,"R$ 32,00","R$ 16,00"
Kit Empresarial,EQUIPE DCL,"R$ 459,00","R$ 229,50"
Kit Sabedoria Cristã,EQUIPE DCL,"R$ 219,00","R$ 109,50"
Lá Vai O Rui...,SONIA ROSA,"R$ 23,00","R$ 11,50"
Lendas de Amor dos Índios Brasileiros,KATIO CANTON,"R$ 28,00","R$ 14,00"
Lendas Urbanas - A Loura do Banheiro e Outras Histórias,ANNA CLAUDIA RAMOS,"R$ 29,00","R$ 14,50"
Levante as Abinhas - Animais,EQUIPE DCL,"R$ 24,90","R$ 12,45"
Levante as Abinhas - Brinque e Aprenda,EQUIPE DCL,"R$ 24,90","R$ 12,45"
Lingua Portuguesa na Prática,EQUIPE DCL,"R$ 129,90","R$ 64,95"
Lucíola - Texto Integral com Comentários,JOSÉ DE ALENCAR,"R$ 16,90","R$ 8,45"
Macário e Noite na Taverna - Texto Integral com Comentários,ÁLVARES DE AZEVEDO,"R$ 16,90","R$ 8,45"
Magno Alves,GUSTAVO PENNA,"R$ 34,90","R$ 17,45"
Magnólia,LUCIANA SAVAGET TEIXEIRA,"R$ 28,00","R$ 14,00"
Maleta Minhas Histórias Preferidas - 8 Volumes,DISNEY,"R$ 12,00","R$ 6,00"
Malvina,ANDRÉ NEVES,"R$ 30,00","R$ 15,00"
Mamãe Sabe Quase Tudo!,ALINE ABREU,"R$ 23,00","R$ 11,50"
Maria Peçonha,ANDRÉ NEVES,"R$ 40,00","R$ 20,00"
Marília de Dirceu - Texto Integral com Comentários,TOMAS ANTONIO GONZAGA,"R$ 16,90","R$ 8,45"
Mas Como Se Espevita Essa Bruxa Benedita!,LENICE GOMES,"R$ 28,00","R$ 14,00"
Massacre Indígena Guarani,LUIZ KARAI,"R$ 26,00","R$ 13,00"
MASSINHA DIVERTIDA - DINOSSAUROS INCRÍVEIS,EQUIPE DCL,"R$ 29,90","R$ 14,95"
MASSINHA DIVERTIDA - UNICÓRNIOS E SEREIAS,EQUIPE DCL,"R$ 29,90","R$ 14,95"
"Mateus, Esse Boi é Seu",MARCO HAURÉLIO E JÔ OLIVEIRA,"R$ 32,00","R$ 16,00"
"MAXIMUS - Método completo, Digital e Interativo",EQUIPE DCL,"R$ 399,00","R$ 199,50"
"Maximus - Método Completo, Digital e Interativo",EQUIPE DCL,"R$ 899,00","R$ 449,50"
Medicina Natural - Vida e Saúde,EQUIPE DCL,"R$ 129,90","R$ 64,95"
Medo de Quê?,FLAVIA  CORTES,"R$ 22,00","R$ 11,00"
Mega Art Pack - Carros 3,DISNEY,"R$ 14,90","R$ 7,45"
Mega Art Pack - Dinossauros,EQUIPE DCL,"R$ 14,90","R$ 7,45"
Mega Art Pack - Frozen,DISNEY,"R$ 14,90","R$ 7,45"
Mega Art Pack - Mickey Aventuras Sobre Rodas,DISNEY,"R$ 14,90","R$ 7,45"
Mega Art Pack - Minnie,DISNEY,"R$ 14,90","R$ 7,45"
Mega Art Pack - Moana,DISNEY,"R$ 14,90","R$ 7,45"
Mega Art Pack - Os Incríveis 2,DISNEY,"R$ 14,90","R$ 7,45"
Mega Art Pack - Princesas,DISNEY,"R$ 14,90","R$ 7,45"
Mega Art Pack - Toy Story 4,DISNEY,"R$ 14,90","R$ 7,45"
Mega Art Pack - Unicórnios,EQUIPE DCL,"R$ 14,90","R$ 7,45"
Memórias de um Sargento de Milícias - Texto Integral com Comentários,MANUEL ANTONIO DE ALMEIDA,"R$ 16,90","R$ 8,45"
Memórias Póstumas de Brás Cubas - Texto Integral com Comentários,MACHADO DE ASSIS,"R$ 16,90","R$ 8,45"
"Meu Padrinho, Padre Cícero",LUCIANA SAVAGET TEIXEIRA,"R$ 23,00","R$ 11,50"
Meu Presente,EVA MONTANARI,"R$ 33,00","R$ 16,50"
Meu Tataravô Era Africano,GEORGINA DA COSTA MARTINS,"R$ 31,00","R$ 15,50"
Minidicionário Escolar da Língua Portuguesa com Divisão Silábica,EQUIPE DCL,"R$ 16,90","R$ 8,45"
Minidicionário Escolar da Língua Portuguesa Silveira Bueno com etimologia,EQUIPE DCL,"R$ 19,90","R$ 9,95"
Minidicionário Escolar Espanhol com Qr-code,EQUIPE DCL,"R$ 16,90","R$ 8,45"
Minidicionário Escolar Inglês com Qr-code,EQUIPE DCL,"R$ 16,90","R$ 8,45"
Minidicionário Escolar Língua Portuguesa com Divisão Silábica e Qr-code,EQUIPE DCL,"R$ 16,90","R$ 8,45"
Minidicionário Prático de Espanhol,EQUIPE DCL,"R$ 9,90","R$ 4,95"
Minidicionário Prático de Inglês,EQUIPE DCL,"R$ 9,90",
Minidicionário Prático Língua Portuguesa com Divisão Silábica,EQUIPE DCL,"R$ 9,90","R$ 4,95"
Minimanual de Gramática,KAROLINA LOPES,"R$ 19,90","R$ 9,95"
Moby Dick,HERMAN MELVILLE ADAPTADO POR FERNANDO NUNO,"R$ 36,00","R$ 18,00"
Morra Por Mim,AMY PLUM,"R$ 41,00","R$ 20,50"
Mundo a Nossa Volta - Água,TREVOR DAY E DR. JON WOODCOCK,"R$ 49,90","R$ 24,95"
My First Pictionary Disney (Meu Primeiro Dicionário de Inglês),DISNEY,"R$ 24,90","R$ 12,45"
Nada Melhor que um Beijo,CARMEM MARTINS,"R$ 21,00","R$ 10,50"
Naninquiá - A Moça Bonita,ROGERIO ANDRADE BARBOSA E CIÇA FITTIPALDI,"R$ 33,00","R$ 16,50"
Noite na Taverna,ÁLVARES DE AZEVEDO ADAPTADO POR CARLOS PATATI,"R$ 39,00","R$ 19,50"
Nosso Ambiente - Alimentos Transgênicos,JEN GREEN,"R$ 28,00","R$ 14,00"
Nosso Ambiente - Poluição,CINDY LEANEY,"R$ 28,00","R$ 14,00"
Nosso Ambiente - Reciclagem,JEN GREEN,"R$ 28,00","R$ 14,00"
Novo Audiocurso de Espanhol,EQUIPE DCL,"R$ 69,90","R$ 34,95"
Novo Dicionário Ilustrado de Inglês,EQUIPE DCL,"R$ 159,90","R$ 79,95"
Num Marte Pequenininho,GLAUCIA DE SOUZA,"R$ 31,00","R$ 15,50"
O Aluá do Macaco e Outras Macaquices,SILVANA SALERNO,"R$ 25,00","R$ 12,50"
"O Amor de Maria, a Bonita",LUCIANA SAVAGET,"R$ 28,00","R$ 14,00"
O Amor de Virgulino - O Lampião,LUCIANA SAVAGET,"R$ 28,00","R$ 14,00"
O Amor é Demais!,HANNAH SARVAG,"R$ 21,00","R$ 10,50"
O Armário do João-de-barro,CHRISTINA DIAS,"R$ 32,00","R$ 16,00"
O Bobo - Texto Integral com Comentários,ALEXANDRE HERCULANO,"R$ 16,90","R$ 8,45"
O Bom-crioulo - Texto Integral com Comentários,ADOLFO CAMINHA,"R$ 16,90","R$ 8,45"
O Cortiço - Texto Integral com Comentários,ALUÍSIO AZEVEDO,"R$ 16,90","R$ 8,45"
O Curumim,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 31,00","R$ 15,50"
O Espelho Olmeca,TIAGO DE MELO ANDRADE,"R$ 23,00","R$ 11,50"
O Ex-Mágico da Taberna Minhota,MURILO RUBIAO,"R$ 35,00","R$ 17,50"
O Ex-mágico da Taberna Minhota,MURILO RUBIAO,"R$ 42,00","R$ 21,00"
O Filho do Vento,ROGERIO ANDRADE BARBOSA,"R$ 33,00","R$ 16,50"
O Galo Cantou por Engano,GLORIA KIRINUS,"R$ 30,00","R$ 15,00"
O Guarda Chuva do Vovô,CAROLINA MOREYRA,"R$ 39,00","R$ 19,50"
O Herdeiro Encantador,CINDA WILLIAMS CHIMA,"R$ 36,90","R$ 18,45"
O Herdeiro Mago,CINDA WILLIAMS CHIMA,"R$ 52,00","R$ 26,00"
O Livro das Cobras,STELA BARBIERI E FERNANDO VILLELA,"R$ 34,00","R$ 17,00"
O Livro dos Desejos,TIAGO DE MELO ANDRADE,"R$ 14,00","R$ 7,00"
O Maior Heroi do Mundo,KATIA CANTON,"R$ 35,00","R$ 17,50"
O Mar de Angela,SONIA ROSA,"R$ 24,90","R$ 12,45"
O Matuto do Fim do Mundo,TIAGO DE MELO ANDRADE,"R$ 15,00","R$ 7,50"
O Menino Que Brincava de Ser,GEORGINA MARTINS,"R$ 28,00","R$ 14,00"
O Mercador de Veneza,WILLIAM SHAKESPEARE,"R$ 28,00","R$ 14,00"
O Mistério da Terceira Meia,ROSANA RIOS,"R$ 34,00","R$ 17,00"
O Monstro Monstruoso da Caverna Cavernosa,ROSANA RIOS,"R$ 31,00","R$ 15,50"
O Mundinho,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 28,00","R$ 14,00"
O Mundinho - Datas Comemorativas,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 99,00","R$ 49,50"
O Mundinho - Trabalhando Valores,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 119,00","R$ 59,50"
O Mundinho Azul,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 31,00","R$ 15,50"
O Mundinho de Boas Atitudes,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 28,00","R$ 14,00"
O Mundinho e os Bichinhos de Jardim,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 28,00","R$ 14,00"
O Mundinho sem Bullying,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 28,00","R$ 14,00"
O Nome em Seu Pulso,HELEN HIORNS,"R$ 39,00","R$ 19,50"
O Patinho Feio,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 28,00","R$ 14,00"
O Príncipe e o Mendigo,MARK TWAIN,"R$ 42,00","R$ 21,00"
O Príncipe e o Mico-leão-dourado,KATIA CANTON,"R$ 30,00","R$ 15,00"
O Príncipe Triste,RUI DE OLIVEIRA / LILIA MORITZ SCHWARCZ,"R$ 34,00","R$ 17,00"
O Processo - Texto Integral com Comentários,FRANZ KAFKA,"R$ 16,90","R$ 8,45"
O Que Cabe no Bolso?,ROSEANA MURRAY,"R$ 21,00","R$ 10,50"
O Que Começa Com,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 28,00","R$ 14,00"
O que é qualidade em literatura infantil e juvenil? Com a palavra o educador,IEDA DE OLIVEIRA,"R$ 45,00","R$ 22,50"
O que é qualidade em literatura infantil e juvenil? Com a palavra o escritor,IEDA DE OLIVEIRA,"R$ 39,00","R$ 19,50"
O que é qualidade em literatura infantil e juvenil? Com a palavra o ilustrador,IEDA DE OLIVEIRA,"R$ 45,00","R$ 22,50"
O Rouxinol em Cordel,"HANS CHRISTIAN ANDERSEN, JOÃO BOSCO BEZERRA BONFIM","R$ 33,00","R$ 16,50"
O Segredo da Montanha,LUCIA TULCHINSKI E ROSANA RIOS,"R$ 31,00","R$ 15,50"
O Segredo das Minas de Prata,SILVANA SALERNO,"R$ 36,00","R$ 18,00"
O Sonho da Princesa,KATIA CANTON,"R$ 28,00","R$ 14,00"
O Sonho que Brotou,RENATO MORICONI,"R$ 50,00","R$ 25,00"
O Trânsito no Mundinho,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 28,00","R$ 14,00"
O Velho da Horta e Auto da Barca Do Inferno - Texto Integral com Comentários,GIL VICENTE,"R$ 16,90","R$ 8,45"
O Vento,RUI DE OLIVEIRA,"R$ 26,00","R$ 13,00"
O Zelador de Sonhos,REGINA GULLA,"R$ 28,00","R$ 14,00"
Olhos de Lobo,ROSANA RIOS,"R$ 37,00","R$ 18,50"
Olhos Vendados,LUIS DILL,"R$ 25,00","R$ 12,50"
Operação Buraco de Minhoca,LAURA BERGALLO,"R$ 28,00","R$ 14,00"
Opostos - Meus Primeiros Passos (cartonado),INGRID BIESEMEYER BELLINGHAUSEN,"R$ 19,90","R$ 9,95"
Os Animais do Mundinho,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 28,00","R$ 14,00"
Os Gêmeos do Tambor,ROGERIO ANDRADE BARBOSA,"R$ 31,00","R$ 15,50"
Os Opostos do Mundinho,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 16,90","R$ 8,45"
Os Opostos do Mundinho - Meus Primeiros Mundinhos (cartonado),INGRID BIESEMEYER BELLINGHAUSEN,"R$ 19,90","R$ 9,95"
Os Sons do Mundinho - 2a Edição,INGRID BEISEMEYER BELLINGHAUSEN,"R$ 28,00","R$ 14,00"
Os Três Mosqueteiros,SILVANA SALERNO,"R$ 45,00","R$ 22,50"
Os Três Porquinhos,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 28,00","R$ 14,00"
Oswaaaaaldo!,FERNANDO A. PIRES,"R$ 29,00","R$ 14,50"
Paisagens Brasileiras,FATIMA MIGUEZ MARTIS,"R$ 34,00",
Papai é Quase um Herói,ALINE ABREU,"R$ 23,00","R$ 11,50"
"Paty, a Princesas - Com Capa Para Tocar & Sentir",EQUIPE DCL,"R$ 12,90","R$ 6,45"
"Pedro, o Pirata - Com Capa Para Tocar & Sentir",EQUIPE DCL,"R$ 12,90","R$ 6,45"
Pena de Ganso,NILMA GONÇALVES LACERDA,"R$ 37,00","R$ 18,50"
